image_name,range,label_3h
2022-07-10 13-33-24,120km,2
2023-05-30 03-33-25,120km,1
2021-02-20 14-03-41,120km,0
2021-01-25 04-33-40,120km,0
2021-05-12 23-13-27,120km,0
2021-01-03 01-13-23,120km,0
2023-02-06 00-53-16,120km,0
2021-05-08 09-43-27,120km,0
2021-07-07 15-13-33,120km,0
2023-04-20 11-03-21,120km,0
2021-11-15 16-23-31,120km,2
2023-02-22 13-33-24,120km,0
2020-07-06 05-03-15,120km,1
2022-11-22 01-43-08,120km,1
2022-05-04 10-13-59,120km,3
2021-05-03 23-33-41,120km,0
2022-03-28 17-23-58,120km,2
2022-05-20 12-33-33,120km,2
2022-09-22 11-23-23,120km,3
2021-01-07 11-13-46,120km,0
2022-11-09 18-03-34,120km,0
2021-10-04 15-53-31,120km,2
2021-03-28 08-03-19,120km,2
2021-06-04 17-03-21,120km,0
2021-08-25 00-53-19,120km,3
2023-04-03 15-33-14,120km,0
2022-06-03 10-43-34,120km,0
2023-05-14 02-03-26,120km,1
2021-06-29 12-23-18,120km,3
2021-05-12 16-23-28,120km,2
2021-05-29 04-33-39,120km,3
2023-03-21 09-03-39,120km,0
2021-10-22 22-43-40,120km,0
2020-07-02 22-13-14,120km,1
2021-01-10 15-33-48,120km,0
2022-09-08 21-51-34,120km,0
2023-04-28 13-53-40,120km,2
2021-02-27 20-53-38,120km,0
2021-03-24 12-53-32,120km,2
2022-01-30 12-23-50,120km,0
2021-08-24 18-04-00,120km,0
2021-09-09 11-33-37,120km,0
2021-03-23 01-13-50,120km,0
2023-03-21 02-03-12,120km,0
2021-04-21 10-03-53,120km,3
2022-04-16 09-33-25,120km,0
2023-01-02 12-33-06,120km,2
2021-11-23 12-53-59,120km,2
2022-04-30 05-33-38,120km,2
2023-05-21 09-03-14,120km,0
2021-01-29 10-03-32,120km,0
2022-12-19 02-33-17,120km,0
2021-07-28 12-23-51,120km,0
2021-07-29 01-13-22,120km,3
2021-10-04 11-03-53,120km,1
2020-07-04 09-53-33,120km,0
2022-08-08 05-43-33,120km,3
2022-11-15 19-33-28,120km,0
2022-05-18 20-33-26,120km,2
2023-01-16 03-43-06,120km,0
2023-06-20 09-43-36,120km,4
2022-05-15 04-43-25,120km,3
2022-10-18 05-03-20,120km,1
2023-03-20 14-13-42,120km,0
2021-10-13 17-53-36,120km,0
2022-12-03 03-13-32,120km,1
2022-09-13 04-51-34,120km,2
2022-07-02 11-23-13,120km,0
2023-02-13 13-43-05,120km,0
2021-08-18 23-13-51,120km,0
2021-05-12 16-43-39,120km,3
2021-01-19 01-13-28,120km,0
2022-04-09 15-13-39,120km,2
2022-07-08 00-53-38,120km,1
2023-03-24 04-53-43,120km,0
2022-04-04 10-33-32,120km,2
2023-03-10 19-13-29,120km,0
2021-11-07 15-23-35,120km,0
2023-02-18 13-53-41,120km,2
2022-02-25 15-13-52,120km,0
2021-06-21 09-03-25,120km,2
2021-01-06 14-43-42,120km,0
2021-05-03 15-53-53,120km,0
2021-05-17 01-23-20,120km,2
2021-07-10 13-23-48,120km,2
2021-11-25 03-43-45,120km,0
2022-06-12 17-13-20,120km,0
2022-11-13 21-33-29,120km,0
2021-06-09 15-43-27,120km,0
2022-10-04 15-13-36,120km,0
2021-11-17 07-13-37,120km,3
2022-02-10 19-13-32,120km,0
2021-10-24 17-03-21,120km,3
2022-06-01 12-33-36,120km,2
2021-04-30 11-23-33,120km,0
2022-04-29 00-03-23,120km,0
2023-06-13 13-03-22,120km,0
2022-04-18 22-03-57,120km,0
2021-06-28 13-53-53,120km,0
2022-11-28 03-13-15,120km,2
2022-04-15 02-13-49,120km,2
2021-09-30 05-33-17,120km,1
2022-12-13 13-13-34,120km,0
2022-10-16 04-53-06,120km,0
2021-12-27 04-03-55,120km,0
2023-06-17 12-33-16,120km,2
2021-02-06 03-33-24,120km,0
2020-07-03 03-33-34,120km,2
2023-01-15 18-13-43,120km,0
2022-01-06 13-23-41,120km,0
2023-01-19 02-33-21,120km,0
2021-07-01 14-13-38,120km,0
2023-06-20 00-13-24,120km,0
2022-01-23 13-53-54,120km,0
2022-03-24 03-53-42,120km,2
2021-06-11 22-03-43,120km,0
2022-02-07 17-43-47,120km,0
2021-07-31 08-03-44,120km,4
2023-01-02 15-53-44,120km,0
2022-03-29 02-13-47,120km,2
2022-11-04 14-43-09,120km,2
2021-11-13 05-33-21,120km,3
2022-04-24 17-33-42,120km,0
2023-04-26 00-33-08,120km,0
2021-03-08 11-23-30,120km,0
2022-07-13 09-13-40,120km,2
2022-08-13 19-23-41,120km,0
2023-03-03 04-03-07,120km,0
2020-07-18 05-23-50,120km,4
2022-04-12 09-13-46,120km,0
2021-08-22 23-03-43,120km,2
2022-04-20 10-13-47,120km,2
2021-12-19 16-23-27,120km,0
2023-04-01 09-33-07,120km,0
2022-07-14 12-43-08,120km,2
2022-11-15 01-33-09,120km,0
2022-02-07 12-33-35,120km,0
2022-04-05 04-13-40,120km,3
2021-12-25 20-23-45,120km,0
2022-04-10 07-33-50,120km,2
2021-01-09 01-03-31,120km,0
2021-08-24 18-43-38,120km,0
2022-09-17 12-11-06,120km,2
2022-07-02 09-23-13,120km,0
2022-11-11 22-43-18,120km,2
2022-11-08 13-53-38,120km,0
2021-06-09 02-43-52,120km,1
2022-06-11 03-43-39,120km,0
2022-02-02 09-23-33,120km,0
2023-05-04 19-03-14,120km,2
2021-05-19 14-03-21,120km,2
2021-07-05 08-33-24,120km,2
2021-12-15 17-43-22,120km,0
2022-08-08 23-13-21,120km,2
2022-07-19 13-43-25,120km,0
2021-04-17 00-23-49,120km,0
2022-02-16 00-43-54,120km,0
2020-07-22 22-23-49,120km,0
2022-07-05 19-03-35,120km,2
2022-06-09 23-43-52,120km,0
2021-10-13 05-53-41,120km,1
2022-06-14 19-43-10,120km,3
2022-03-23 12-03-54,120km,0
2021-12-27 06-34-02,120km,1
2022-12-28 19-13-32,120km,0
2023-06-24 21-43-09,120km,0
2022-07-19 16-13-21,120km,0
2023-05-24 09-53-25,120km,3
2022-11-25 10-43-14,120km,3
2023-01-30 23-23-10,120km,0
2022-10-14 07-53-09,120km,0
2021-11-17 13-43-47,120km,2
2020-07-31 14-23-41,120km,3
2022-02-24 04-33-30,120km,0
2020-07-17 10-33-20,120km,0
2021-08-13 10-23-43,120km,0
2022-06-06 00-23-34,120km,0
2021-05-07 06-33-28,120km,2
2021-09-02 06-23-19,120km,1
2021-03-15 06-43-24,120km,0
2021-09-25 22-13-57,120km,0
2023-03-27 19-23-36,120km,0
2022-10-08 19-13-18,120km,1
2022-12-08 02-23-29,120km,0
2023-06-10 22-23-34,120km,0
2022-02-03 07-03-56,120km,3
2021-03-18 02-13-21,120km,0
2023-01-14 21-13-31,120km,0
2023-03-27 03-33-26,120km,0
2023-02-04 07-33-09,120km,2
2021-07-09 05-13-53,120km,2
2022-09-20 12-41-19,120km,3
2022-09-24 12-43-15,120km,2
2023-03-15 00-53-08,120km,0
2021-03-22 22-13-41,120km,0
2023-02-02 00-23-41,120km,0
2022-06-23 21-13-07,120km,3
2022-02-11 21-43-34,120km,0
2023-05-12 01-43-10,120km,1
2023-04-16 22-43-42,120km,0
2022-08-31 11-41-22,120km,0
2022-06-19 16-13-41,120km,0
2023-06-22 00-43-39,120km,0
2023-01-24 10-03-28,120km,1
2023-03-10 21-13-39,120km,0
2022-05-30 02-03-44,120km,2
2023-03-02 04-03-27,120km,0
2021-03-22 04-53-18,120km,0
2023-06-20 20-43-41,120km,3
2021-04-15 12-03-49,120km,2
2022-09-25 17-43-18,120km,0
2022-12-20 10-43-03,120km,0
2021-09-30 23-43-43,120km,2
2022-01-20 05-23-27,120km,0
2021-03-04 19-03-28,120km,2
2022-11-25 19-13-21,120km,0
2021-12-06 20-04-00,120km,0
2022-03-27 16-43-35,120km,2
2022-12-15 01-13-40,120km,0
2022-03-30 03-43-54,120km,0
2021-09-12 06-43-26,120km,4
2023-05-04 16-03-19,120km,0
2022-09-11 21-51-50,120km,0
2023-04-23 08-13-44,120km,0
2021-07-25 15-23-21,120km,2
2021-10-17 19-43-54,120km,0
2021-03-04 04-23-15,120km,0
2021-10-08 07-13-56,120km,3
2022-10-08 06-33-28,120km,0
2023-03-12 19-43-38,120km,0
2021-05-15 07-33-51,120km,2
2022-02-02 12-43-28,120km,0
2022-09-12 15-21-04,120km,0
2022-11-23 17-23-06,120km,2
2022-12-11 06-33-32,120km,0
2023-01-15 04-43-29,120km,0
2021-06-27 22-53-43,120km,0
2022-05-06 12-43-55,120km,0
2022-11-12 20-03-28,120km,0
2023-02-27 07-33-42,120km,2
2023-05-13 09-23-26,120km,2
2020-07-10 13-13-09,120km,0
2021-09-16 14-03-47,120km,1
2023-05-09 07-43-31,120km,1
2021-09-14 15-53-44,120km,3
2022-02-10 16-23-31,120km,0
2021-10-19 16-13-38,120km,0
2022-11-12 14-43-45,120km,2
2021-07-21 09-43-53,120km,0
2021-07-08 17-53-24,120km,2
2023-06-18 16-43-37,120km,0
2022-04-27 21-13-55,120km,0
2022-01-02 05-03-51,120km,0
2021-11-26 09-43-58,120km,0
2021-03-27 12-23-14,120km,2
2023-02-22 08-23-44,120km,0
2021-06-22 04-53-21,120km,4
2021-06-03 10-43-23,120km,0
2021-01-10 07-13-20,120km,0
2022-06-23 00-03-16,120km,0
2021-10-12 00-43-55,120km,3
2022-04-27 19-33-56,120km,2
2022-11-19 04-13-32,120km,0
2021-09-14 08-43-50,120km,3
2022-06-02 00-33-29,120km,3
2023-01-31 18-53-15,120km,0
2023-02-21 05-53-38,120km,0
2023-03-27 02-13-12,120km,0
2021-12-06 13-43-33,120km,0
2022-06-04 14-13-32,120km,0
2021-07-20 21-13-57,120km,2
2023-04-20 03-33-16,120km,0
2022-03-22 07-13-33,120km,3
2022-05-09 20-53-48,120km,2
2023-02-08 18-23-20,120km,2
2021-07-28 08-23-36,120km,3
2021-04-30 16-13-18,120km,2
2023-03-04 12-13-10,120km,0
2021-12-29 15-43-28,120km,0
2021-02-03 16-23-26,120km,0
2023-06-28 09-23-43,120km,3
2021-11-20 23-43-29,120km,0
2022-07-15 20-33-41,120km,0
2021-06-30 06-03-35,120km,3
2021-10-10 23-33-29,120km,1
2021-07-26 16-23-22,120km,0
2021-01-12 04-23-28,120km,0
2023-02-11 19-23-11,120km,2
2020-07-20 03-23-36,120km,1
2020-07-23 21-23-50,120km,2
2022-10-30 20-53-43,120km,2
2022-12-02 16-23-08,120km,0
2021-07-08 19-13-21,120km,2
2023-06-19 18-03-35,120km,0
2022-03-28 14-33-35,120km,2
2023-02-19 05-03-28,120km,3
2022-02-23 15-23-58,120km,0
2021-02-17 14-03-34,120km,0
2023-01-27 22-13-16,120km,0
2022-12-06 19-43-28,120km,2
2023-05-21 01-33-19,120km,1
2021-12-11 11-53-29,120km,0
2022-01-08 07-53-48,120km,0
2023-05-01 18-43-21,120km,0
2022-07-14 14-23-29,120km,0
2022-07-07 01-33-05,120km,0
2022-01-27 14-53-28,120km,0
2021-06-24 02-13-46,120km,0
2023-06-11 00-03-14,120km,0
2023-05-10 10-43-20,120km,0
2023-03-28 11-53-10,120km,3
2022-10-17 02-13-12,120km,0
2022-01-29 04-43-53,120km,0
2022-12-06 14-43-25,120km,0
2021-10-26 03-43-57,120km,0
2022-06-22 09-33-17,120km,2
2021-06-26 11-43-49,120km,0
2021-10-30 01-33-39,120km,0
2022-05-18 19-53-31,120km,2
2021-11-28 19-43-49,120km,0
2021-03-05 02-13-16,120km,0
2022-01-13 00-23-22,120km,0
2022-03-27 10-33-37,120km,3
2021-02-03 05-03-33,120km,0
2022-06-28 21-33-29,120km,0
2021-10-09 17-23-31,120km,0
2021-12-07 06-23-45,120km,0
2022-09-19 10-21-05,120km,3
2022-06-06 00-53-22,120km,0
2023-03-21 17-33-40,120km,0
2021-01-18 09-23-46,120km,0
2022-01-10 11-03-56,120km,0
2021-09-10 05-53-19,120km,1
2021-03-23 17-03-50,120km,2
2022-02-09 21-53-53,120km,0
2022-11-07 11-13-30,120km,2
2022-09-22 23-23-20,120km,0
2022-05-14 19-53-49,120km,0
2023-02-14 00-03-04,120km,0
2022-10-24 08-23-44,120km,1
2023-01-10 00-13-36,120km,1
2021-11-10 23-53-20,120km,0
2022-01-26 09-13-19,120km,0
2023-04-06 11-23-17,120km,0
2021-03-02 08-53-23,120km,3
2023-02-08 16-33-16,120km,2
2022-04-04 07-03-34,120km,3
2022-08-10 15-33-42,120km,2
2020-07-22 20-53-52,120km,0
2022-07-08 15-43-10,120km,2
2023-05-29 07-03-07,120km,1
2023-05-02 16-03-30,120km,2
2021-09-28 00-03-23,120km,2
2021-11-04 07-13-25,120km,3
2022-11-24 14-13-36,120km,2
2022-01-27 05-53-47,120km,0
2021-06-14 14-13-19,120km,0
2022-02-18 05-03-38,120km,0
2022-07-17 08-13-47,120km,1
2022-06-20 09-03-26,120km,4
2023-01-26 08-23-28,120km,0
2021-06-15 07-23-34,120km,2
2022-07-31 04-43-42,120km,4
2022-09-04 06-41-41,120km,4
2023-01-06 14-23-25,120km,0
2022-10-25 20-53-17,120km,3
2021-02-28 16-23-24,120km,0
2021-05-06 20-23-16,120km,1
2022-03-26 14-13-48,120km,0
2021-11-13 22-23-49,120km,2
2023-02-01 21-03-35,120km,2
2023-06-07 09-33-07,120km,2
2021-01-18 13-33-53,120km,0
2022-11-04 10-33-09,120km,3
2021-10-20 15-33-55,120km,2
2021-04-20 12-53-35,120km,2
2021-12-26 08-23-53,120km,2
2023-03-08 12-13-40,120km,0
2021-12-31 22-03-38,120km,0
2023-05-21 21-33-11,120km,2
2022-04-03 18-13-43,120km,0
2022-03-25 02-33-55,120km,2
2022-11-06 00-53-38,120km,0
2023-06-15 19-13-13,120km,2
2021-03-07 01-43-37,120km,0
2021-05-16 12-53-49,120km,2
2023-03-18 02-43-13,120km,0
2022-11-09 08-03-14,120km,2
2022-09-07 04-11-33,120km,1
2022-02-28 19-13-48,120km,0
2022-07-29 01-03-44,120km,0
2022-09-19 01-11-22,120km,1
2021-06-19 22-13-57,120km,0
2021-12-20 07-13-52,120km,0
2022-09-09 09-11-09,120km,2
2022-09-01 17-01-27,120km,3
2023-06-10 14-13-35,120km,0
2022-10-06 15-23-21,120km,0
2021-10-22 00-53-38,120km,3
2022-08-30 00-11-31,120km,0
2022-07-29 13-03-10,120km,2
2021-06-02 11-13-51,120km,2
2022-09-11 13-31-04,120km,4
2023-06-26 11-23-39,120km,3
2021-01-22 22-53-49,120km,0
2021-03-25 06-03-51,120km,3
2021-04-29 16-43-48,120km,0
2023-05-12 04-03-18,120km,4
2022-05-06 12-13-24,120km,0
2023-05-27 19-43-22,120km,2
2022-08-07 22-43-23,120km,0
2021-10-14 15-23-52,120km,0
2021-09-19 21-13-32,120km,2
2023-04-18 07-23-38,120km,0
2023-02-25 13-43-12,120km,2
2021-11-17 21-13-59,120km,0
2023-05-18 13-03-15,120km,0
2022-04-02 11-13-57,120km,3
2021-07-04 01-43-47,120km,2
2022-06-29 00-53-46,120km,0
2023-02-19 04-13-42,120km,3
2021-02-03 03-43-47,120km,0
2021-07-03 21-13-28,120km,0
2021-05-08 01-53-26,120km,3
2022-05-19 07-33-53,120km,2
2021-09-02 19-13-23,120km,1
2021-06-27 11-03-45,120km,2
2022-05-02 11-33-45,120km,2
2023-04-24 20-33-10,120km,0
2022-02-02 09-53-23,120km,0
2022-07-13 02-33-06,120km,2
2022-09-01 21-31-38,120km,0
2021-11-04 16-03-48,120km,0
2021-10-15 19-23-23,120km,2
2021-11-02 06-43-51,120km,0
2021-08-26 06-43-19,120km,1
2023-04-25 22-23-32,120km,0
2022-04-25 04-53-54,120km,2
2022-11-07 18-23-11,120km,0
2021-11-06 01-33-31,120km,0
2022-10-23 15-53-40,120km,2
2023-05-03 18-43-30,120km,0
2021-10-26 16-53-32,120km,2
2023-01-18 11-13-37,120km,0
2022-08-30 00-31-18,120km,2
2021-10-09 09-23-58,120km,0
2021-07-06 02-03-35,120km,1
2022-06-21 08-53-18,120km,4
2023-06-18 02-33-07,120km,3
2021-03-08 08-03-20,120km,2
2021-08-15 14-23-51,120km,0
2023-04-16 20-43-10,120km,0
2023-05-06 08-33-11,120km,0
2023-06-27 18-53-32,120km,2
2021-06-14 03-33-50,120km,1
2022-10-16 10-43-32,120km,2
2021-02-19 09-53-27,120km,0
2021-08-15 00-53-32,120km,0
2021-06-12 07-33-25,120km,0
2022-08-08 17-23-29,120km,0
2021-11-22 11-13-52,120km,0
2021-09-03 03-33-25,120km,3
2021-07-16 07-53-50,120km,3
2023-04-10 08-23-13,120km,2
2022-04-18 06-43-29,120km,3
2021-02-25 15-53-40,120km,0
2022-11-19 22-43-20,120km,0
2021-09-11 00-43-39,120km,0
2023-02-24 21-03-40,120km,0
2023-05-04 18-43-37,120km,2
2022-02-01 03-43-35,120km,0
2022-01-31 00-03-49,120km,0
2021-03-09 15-33-41,120km,0
2023-04-27 07-23-13,120km,3
2021-04-25 05-53-27,120km,3
2021-11-20 13-13-40,120km,0
2022-12-11 07-03-43,120km,0
2023-05-23 22-03-20,120km,2
2021-10-11 14-23-53,120km,2
2022-05-22 08-43-29,120km,0
2022-10-06 03-43-26,120km,1
2023-05-10 16-53-26,120km,2
2021-04-27 00-33-43,120km,1
2022-11-07 23-13-26,120km,2
2022-10-05 00-53-37,120km,1
2021-08-21 11-03-50,120km,2
2021-04-16 20-53-21,120km,3
2023-06-18 13-53-21,120km,0
2021-09-19 03-33-54,120km,1
2021-06-25 22-53-38,120km,2
2021-01-03 05-03-24,120km,0
2021-07-30 22-23-54,120km,0
2021-07-02 17-13-43,120km,0
2021-08-16 08-53-54,120km,3
2023-05-02 17-43-38,120km,2
2021-01-19 03-13-51,120km,0
2022-07-27 16-53-35,120km,2
2022-05-20 21-23-19,120km,0
2021-05-21 05-43-40,120km,3
2021-01-29 06-13-41,120km,0
2023-03-26 13-03-37,120km,0
2021-09-12 08-23-22,120km,1
2023-03-26 00-23-10,120km,0
2021-10-21 19-33-30,120km,3
2023-03-20 14-23-32,120km,0
2022-09-01 19-21-18,120km,1
2023-03-28 10-53-32,120km,3
2022-03-22 20-13-18,120km,2
2021-11-28 14-53-44,120km,0
2022-10-07 20-03-29,120km,4
2022-10-21 08-03-37,120km,4
2021-10-25 00-33-23,120km,0
2022-12-28 04-53-24,120km,0
2022-05-17 16-53-43,120km,0
2023-06-10 13-03-26,120km,2
2022-12-11 10-43-37,120km,0
2023-03-12 04-03-28,120km,0
2022-02-06 21-33-31,120km,0
2022-02-24 05-13-41,120km,0
2022-11-27 12-23-31,120km,2
2022-06-15 04-23-35,120km,4
2023-01-21 23-13-33,120km,0
2021-07-26 09-33-48,120km,2
2021-04-27 22-43-47,120km,2
2022-03-25 07-33-35,120km,0
2021-10-24 22-23-30,120km,0
2021-03-01 15-53-46,120km,2
2021-12-02 11-03-23,120km,0
2021-07-09 18-53-46,120km,3
2022-02-27 11-53-43,120km,0
2021-05-29 22-03-22,120km,2
2021-03-21 17-53-31,120km,2
2021-12-04 02-43-55,120km,0
2023-02-19 12-13-07,120km,2
2021-01-23 15-23-28,120km,0
2022-05-30 21-03-40,120km,0
2021-01-10 09-03-16,120km,0
2021-02-09 05-43-26,120km,0
2022-09-01 05-11-22,120km,1
2023-01-11 11-33-08,120km,2
2023-04-22 02-43-08,120km,0
2021-09-22 09-33-57,120km,1
2022-02-01 07-33-58,120km,0
2021-12-12 14-23-46,120km,0
2023-06-18 09-23-06,120km,3
2022-02-06 03-23-44,120km,0
2022-02-25 23-33-22,120km,0
2021-09-30 19-43-27,120km,0
2023-01-17 06-43-06,120km,0
2023-06-14 18-13-25,120km,0
2022-04-19 03-03-22,120km,0
2021-05-13 10-23-57,120km,2
2021-05-05 03-53-22,120km,2
2023-01-26 01-53-20,120km,0
2021-10-09 00-13-32,120km,2
2021-10-21 03-13-21,120km,2
2021-02-08 09-23-39,120km,3
2022-07-16 11-43-11,120km,0
2020-07-08 19-03-16,120km,0
2022-07-16 17-23-20,120km,1
2023-06-28 13-43-44,120km,0
2021-03-13 20-43-45,120km,2
2021-03-18 03-33-26,120km,2
2023-02-14 07-53-34,120km,3
2021-05-15 16-33-52,120km,2
2022-11-19 01-43-14,120km,0
2023-05-26 14-53-23,120km,3
2022-08-14 07-03-33,120km,4
2022-06-11 13-43-28,120km,3
2023-01-22 07-13-40,120km,3
2022-11-13 19-13-43,120km,0
2023-02-25 08-03-16,120km,0
2022-05-11 13-33-27,120km,2
2023-04-27 16-13-07,120km,0
2021-06-25 20-43-38,120km,2
2022-10-06 04-43-12,120km,3
2021-08-17 17-43-48,120km,0
2023-03-02 05-33-17,120km,2
2023-05-06 03-53-16,120km,2
2022-09-01 09-51-44,120km,1
2022-11-13 04-13-38,120km,1
2021-03-13 19-03-17,120km,2
2021-11-18 21-53-19,120km,0
2022-01-30 15-53-20,120km,0
2021-02-01 15-13-50,120km,0
2023-02-13 05-13-05,120km,0
2021-06-19 04-23-58,120km,4
2021-07-30 12-23-51,120km,0
2022-01-24 20-33-32,120km,0
2021-08-26 09-13-22,120km,0
2022-01-13 05-23-28,120km,0
2023-01-18 14-03-31,120km,0
2022-06-24 05-23-15,120km,1
2023-03-16 12-33-07,120km,2
2022-04-22 13-03-56,120km,0
2021-09-17 13-03-56,120km,1
2020-07-08 03-23-36,120km,3
2021-06-30 23-23-23,120km,0
2021-04-21 21-33-23,120km,2
2023-02-01 04-33-15,120km,3
2021-04-18 21-13-14,120km,2
2021-02-24 07-13-45,120km,0
2023-02-05 12-13-24,120km,0
2021-12-11 03-23-25,120km,0
2023-06-10 06-53-30,120km,1
2023-02-26 11-03-20,120km,0
2023-05-16 07-13-41,120km,1
2022-06-27 04-33-09,120km,3
2023-03-02 17-13-09,120km,0
2022-10-14 14-33-32,120km,0
2021-12-27 07-53-54,120km,3
2022-01-10 01-13-52,120km,0
2021-03-08 15-23-44,120km,2
2022-07-19 00-53-29,120km,0
2023-02-07 13-33-19,120km,0
2021-12-09 08-23-55,120km,2
2023-05-12 14-23-07,120km,3
2022-10-12 13-53-37,120km,1
2021-03-07 23-33-43,120km,0
2023-05-21 17-43-32,120km,0
2023-05-13 12-33-24,120km,2
2021-08-29 19-33-33,120km,3
2022-05-26 13-53-23,120km,0
2021-08-17 10-33-49,120km,1
2021-03-17 22-53-22,120km,0
2021-10-10 00-13-54,120km,2
2022-06-07 22-33-18,120km,0
2022-02-08 10-33-27,120km,2
2022-07-13 09-33-21,120km,3
2022-10-30 18-03-42,120km,2
2023-03-06 23-23-18,120km,0
2022-06-17 04-53-22,120km,1
2022-07-10 12-13-28,120km,2
2021-12-24 18-53-39,120km,0
2021-01-10 03-13-36,120km,0
2022-10-07 09-13-11,120km,2
2021-09-27 04-03-48,120km,3
2022-12-21 18-13-11,120km,0
2022-09-16 14-11-19,120km,2
2023-05-07 18-53-25,120km,2
2023-01-13 14-03-10,120km,3
2023-06-25 12-43-09,120km,2
2021-11-19 07-13-27,120km,2
2021-03-28 20-03-39,120km,2
2023-04-11 00-03-23,120km,0
2022-05-24 16-53-40,120km,0
2021-07-04 11-43-57,120km,0
2021-01-06 09-43-13,120km,0
2021-10-11 02-33-18,120km,1
2021-10-21 14-23-55,120km,0
2021-02-12 18-33-39,120km,0
2021-03-30 15-23-25,120km,2
2021-07-09 17-23-24,120km,2
2021-06-27 20-33-22,120km,3
2021-08-12 03-33-47,120km,1
2021-11-08 03-13-58,120km,2
2023-03-31 09-33-41,120km,0
2022-07-01 17-43-42,120km,0
2021-09-11 06-33-46,120km,2
2022-09-09 09-41-09,120km,2
2022-08-15 10-23-32,120km,0
2022-12-14 16-53-44,120km,0
2021-10-02 01-43-51,120km,1
2021-07-06 20-23-30,120km,2
2022-12-11 09-43-15,120km,0
2021-06-21 13-23-47,120km,0
2021-04-13 22-23-41,120km,2
2022-05-05 00-13-20,120km,2
2023-03-04 04-43-05,120km,0
2022-02-25 21-13-23,120km,0
2023-06-01 02-33-19,120km,1
2023-01-27 13-13-27,120km,0
2023-04-12 20-33-45,120km,2
2021-04-21 07-53-43,120km,3
2022-12-11 18-03-20,120km,0
2023-02-22 10-33-35,120km,0
2022-09-02 16-51-30,120km,0
2022-07-03 15-43-41,120km,0
2021-08-22 10-13-58,120km,1
2022-01-03 07-33-23,120km,2
2021-07-09 12-03-44,120km,3
2022-07-11 06-53-19,120km,1
2023-03-15 19-53-35,120km,2
2023-06-07 18-03-27,120km,0
2021-06-14 06-53-43,120km,1
2022-04-15 16-43-44,120km,2
2022-02-14 17-33-35,120km,0
2021-10-31 21-03-20,120km,0
2021-12-01 17-43-34,120km,0
2022-02-20 00-43-40,120km,0
2022-08-02 20-33-17,120km,0
2021-12-15 10-23-35,120km,0
2021-10-21 07-03-48,120km,4
2022-07-14 07-33-36,120km,1
2022-12-05 22-53-12,120km,0
2022-09-12 10-51-35,120km,2
2023-03-27 17-33-19,120km,0
2021-06-27 10-23-28,120km,3
2021-09-03 09-13-38,120km,0
2021-09-13 13-33-36,120km,0
2021-09-13 15-23-19,120km,0
2022-07-22 16-43-30,120km,0
2022-07-21 19-43-31,120km,0
2021-05-20 04-33-39,120km,2
2022-04-01 04-43-36,120km,1
2022-08-30 06-41-04,120km,0
2021-10-30 18-33-29,120km,2
2021-05-13 15-33-30,120km,2
2021-03-22 13-43-34,120km,0
2023-02-11 00-23-25,120km,0
2023-01-12 19-03-38,120km,0
2022-11-20 00-33-33,120km,2
2022-02-19 08-23-45,120km,0
2023-03-09 23-13-30,120km,2
2021-09-02 10-23-28,120km,1
2021-02-23 01-53-41,120km,0
2022-10-14 23-13-15,120km,0
2021-01-09 12-33-29,120km,0
2021-02-10 20-53-36,120km,0
2021-06-17 08-23-27,120km,4
2022-02-22 04-43-28,120km,1
2023-03-11 02-43-17,120km,0
2022-03-20 07-33-56,120km,2
2021-09-19 22-33-28,120km,0
2022-08-02 19-33-42,120km,2
2023-01-15 20-13-37,120km,0
2022-06-09 15-13-30,120km,2
2021-06-20 19-23-59,120km,1
2021-11-24 09-13-45,120km,3
2023-05-13 19-13-11,120km,1
2021-06-01 13-53-28,120km,0
2022-08-02 22-53-37,120km,2
2022-07-11 21-13-43,120km,2
2022-10-12 04-43-20,120km,3
2021-07-14 23-43-22,120km,0
2023-04-11 20-23-39,120km,0
2021-12-05 11-33-49,120km,0
2021-08-22 05-23-51,120km,1
2022-05-14 01-33-24,120km,2
2023-03-29 16-43-37,120km,0
2022-04-23 22-13-26,120km,0
2021-10-08 19-33-48,120km,0
2021-11-24 06-03-48,120km,3
2023-06-25 21-03-07,120km,2
2023-03-02 02-23-38,120km,0
2021-03-05 09-23-53,120km,2
2021-12-03 07-33-28,120km,0
2021-07-20 19-53-20,120km,0
2023-01-29 22-23-32,120km,0
2022-12-20 01-13-15,120km,0
2021-06-19 02-53-43,120km,3
2022-02-01 17-53-53,120km,2
2022-10-25 03-13-04,120km,3
2021-05-21 20-23-38,120km,2
2022-05-08 09-23-46,120km,0
2022-11-24 10-43-38,120km,3
2021-03-30 15-33-33,120km,0
2022-11-09 15-33-28,120km,0
2023-02-09 17-53-40,120km,2
2021-11-28 10-03-52,120km,2
2022-11-04 18-13-17,120km,0
2023-01-27 12-33-26,120km,0
2022-04-01 02-33-22,120km,2
2022-01-12 13-33-44,120km,0
2021-02-17 23-23-33,120km,0
2022-01-18 06-13-37,120km,0
2022-10-27 16-53-41,120km,2
2021-11-06 17-43-25,120km,0
2023-01-15 13-13-43,120km,0
2023-06-30 01-43-17,120km,3
2023-03-07 21-23-39,120km,2
2021-07-26 11-53-21,120km,0
2021-01-19 03-03-17,120km,0
2022-04-16 14-23-44,120km,0
2022-02-20 13-43-59,120km,2
2021-10-23 19-43-23,120km,2
2021-02-13 17-33-35,120km,0
